userid,version,sum_gamerounds,retention_1,retention_7
4798867,gate_40,37,0,0
4799100,gate_30,36,0,0
4799107,gate_40,61,1,0
4799720,gate_40,32,0,0
4799902,gate_40,274,1,0
4800744,gate_30,92,0,1
4800918,gate_40,49,1,0
4801029,gate_30,146,1,0
4801122,gate_30,116,1,1
4801714,gate_30,44,1,0
4801828,gate_40,58,1,0
4802244,gate_40,825,1,1
4802294,gate_40,84,1,0
4802579,gate_40,75,1,0
4803033,gate_30,208,1,1
4803763,gate_40,500,1,1
4803956,gate_40,97,1,0
4804507,gate_40,268,0,1
4804639,gate_30,278,1,1
4806001,gate_30,276,1,1
4806036,gate_40,77,1,0
4806483,gate_30,219,1,1
4806511,gate_40,78,1,1
4806886,gate_40,37,0,0
4807191,gate_40,103,1,1
4807583,gate_40,58,1,0
4807618,gate_30,70,1,0
4808240,gate_40,458,1,1
4808743,gate_40,87,1,1
4808839,gate_30,68,1,0
4808875,gate_30,91,1,1
4809148,gate_30,38,0,0
4809296,gate_30,41,1,0
4809574,gate_30,67,1,0
4809597,gate_30,97,0,0
4809610,gate_40,45,1,0
4809628,gate_40,81,1,0
4809667,gate_40,61,0,0
4809889,gate_40,58,0,1
4810311,gate_40,518,1,1
4810342,gate_30,44,1,0
4810437,gate_30,319,1,1
4811169,gate_40,100,0,1
4811312,gate_30,182,1,1
4811495,gate_40,58,0,0
4812056,gate_40,88,0,1
4812074,gate_40,71,0,0
4812344,gate_40,213,1,0
4812973,gate_40,190,1,1
4813143,gate_30,132,1,1
4813200,gate_30,188,1,1
4813407,gate_30,107,1,1
4813437,gate_30,94,0,0
4813756,gate_40,35,1,0
4813904,gate_30,175,1,1
4813930,gate_30,48,1,1
4814096,gate_40,33,0,0
4814679,gate_40,34,0,0
4814917,gate_30,56,1,1
4815115,gate_40,32,0,0
4815502,gate_30,36,0,0
4816292,gate_40,104,1,1
4816564,gate_30,37,1,0
4816693,gate_30,30,1,0
4817101,gate_40,542,1,1
4817180,gate_30,45,0,1
4817271,gate_30,141,1,1
4817611,gate_40,42,1,0
4817774,gate_30,91,1,1
4817784,gate_40,151,0,0
4818624,gate_30,970,1,1
4819073,gate_40,100,1,0
4819181,gate_30,34,1,0
4819350,gate_30,64,0,0
4819896,gate_30,45,1,0
4820657,gate_30,269,1,1
4821175,gate_30,158,1,1
4821385,gate_40,31,1,0
4822516,gate_30,49,1,0
4823286,gate_40,100,1,0
4823401,gate_30,87,1,0
4823507,gate_40,112,1,0
4823568,gate_40,34,0,1
4823646,gate_40,32,0,0
4823710,gate_30,34,0,0
4824001,gate_30,191,1,1
4824155,gate_40,344,1,1
4824240,gate_40,191,1,1
4825119,gate_40,110,1,1
4825173,gate_30,71,1,0
4825718,gate_30,135,1,0
4826204,gate_40,68,0,0
4826529,gate_40,45,1,0
4826901,gate_40,36,0,0
4827420,gate_40,257,1,1
4827431,gate_40,32,1,0
4827599,gate_30,102,1,0
4827636,gate_30,157,1,0
4828602,gate_40,449,1,1
4829207,gate_40,43,1,0
4829253,gate_30,32,0,0
4829525,gate_30,106,1,1
4829771,gate_40,96,1,0
4830091,gate_30,36,1,0
4830366,gate_40,109,1,0
4831168,gate_40,190,1,1
4831497,gate_30,111,1,0
4832007,gate_40,31,1,0
4832480,gate_30,363,1,1
4832497,gate_30,41,1,0
4832574,gate_40,165,1,0
4832608,gate_30,2438,1,1
4832898,gate_30,34,0,0
4833944,gate_30,55,1,0
4834025,gate_40,74,1,0
4834142,gate_40,88,1,1
4834488,gate_30,57,1,0
4834548,gate_30,38,1,1
4834576,gate_40,403,1,1
4835233,gate_40,42,0,0
4835368,gate_30,128,1,1
4835898,gate_30,37,1,0
4836021,gate_40,195,1,0
4836121,gate_40,72,1,0
4836315,gate_40,114,1,1
4836513,gate_40,237,1,0
4836778,gate_40,137,1,0
4837381,gate_30,39,1,0
4837820,gate_30,81,1,1
4838005,gate_40,301,1,1
4838176,gate_40,33,1,0
4838496,gate_30,72,1,0
4838802,gate_40,63,1,1
4839577,gate_40,68,1,0
4840437,gate_40,34,0,0
4840703,gate_30,379,1,1
4841064,gate_40,359,1,1
4841155,gate_30,185,1,1
4841560,gate_40,79,1,0
4842180,gate_30,116,1,1
4842196,gate_40,59,0,1
4842829,gate_40,47,1,0
4842882,gate_40,76,1,0
4843151,gate_30,134,1,0
4843217,gate_40,158,1,1
4843240,gate_40,72,0,1
4843291,gate_30,287,1,1
4843907,gate_40,112,1,0
4844002,gate_30,100,1,1
4844086,gate_40,51,1,1
4844215,gate_40,86,0,1
4845017,gate_40,36,0,0
4845933,gate_30,178,1,1
4846082,gate_40,87,1,1
4846131,gate_30,114,1,1
4847130,gate_30,143,1,1
4847482,gate_40,80,1,0
4847750,gate_30,48,1,0
4847865,gate_30,63,1,1
4848239,gate_40,128,1,1
4848671,gate_40,80,0,1
4848770,gate_40,50,1,0
4848825,gate_40,226,1,1
4848897,gate_30,76,1,0
4849419,gate_40,59,0,1
4849426,gate_30,149,1,1
4849521,gate_30,305,1,1
4849705,gate_30,257,1,1
4849845,gate_40,48,1,1
4850635,gate_30,858,1,1
4851117,gate_30,224,1,1
4851845,gate_40,183,1,0
4852175,gate_40,72,0,1
4852345,gate_40,185,1,0
4852488,gate_30,35,1,1
4852817,gate_40,106,1,1
4852858,gate_30,49,1,0
4853281,gate_40,72,1,1
4853668,gate_40,70,0,0
4854122,gate_40,39,1,0
4855386,gate_30,32,1,0
4855545,gate_40,156,1,0
4855698,gate_30,87,1,0
4856137,gate_40,119,1,1
4856171,gate_40,107,1,0
4856889,gate_30,61,1,0
4856911,gate_30,90,0,1
4856998,gate_30,260,1,0
4857514,gate_30,75,0,1
4858214,gate_40,124,1,1
4858247,gate_40,123,1,0
4858967,gate_40,37,0,0
4859004,gate_40,52,0,0
4859161,gate_30,49,1,0
4859722,gate_30,41,1,0
4859773,gate_30,31,0,1
4859936,gate_40,58,0,0
4860338,gate_30,42,1,0
4860542,gate_30,207,0,1
4860557,gate_30,85,1,0
4860875,gate_30,36,1,0
4861200,gate_40,48,0,1
4861274,gate_30,85,1,0
4861490,gate_40,251,1,1
4861988,gate_30,192,1,0
4862269,gate_30,66,1,1
4862361,gate_30,38,0,0
4862452,gate_40,351,1,1
4862685,gate_30,30,1,0
4862962,gate_40,39,0,0
4863020,gate_40,109,0,1
4863157,gate_40,57,1,1
4863433,gate_30,61,1,0
4863901,gate_40,305,1,1
4864131,gate_30,99,0,0
4864217,gate_40,620,1,1
4864259,gate_30,40,0,0
4864327,gate_30,85,1,0
4864392,gate_40,104,0,0
4864435,gate_40,30,0,0
4865027,gate_30,44,1,0
4865205,gate_40,101,1,0
4865517,gate_30,41,0,0
4865644,gate_40,31,1,0
4865859,gate_40,34,1,0
4866035,gate_30,147,1,0
4866299,gate_30,38,0,0
4866759,gate_40,118,1,1
4867236,gate_30,32,1,0
4867238,gate_40,41,1,0
4867506,gate_30,180,1,1
4867685,gate_30,33,1,0
4867730,gate_40,1102,1,1
4868127,gate_30,182,1,1
4868718,gate_30,46,0,0
4869711,gate_30,35,1,0
4869780,gate_40,232,0,1
4870224,gate_30,48,1,0
4870460,gate_30,67,1,0
4870633,gate_40,36,1,1
4870842,gate_30,227,0,1
4871254,gate_30,263,1,1
4871326,gate_40,105,1,0
4871397,gate_30,86,1,1
4871609,gate_30,198,1,0
4871846,gate_30,222,1,1
4871962,gate_30,67,0,0
4872431,gate_30,216,1,1
4872735,gate_30,183,1,1
4873157,gate_30,215,1,1
4873338,gate_30,35,1,0
4873413,gate_30,50,1,1
4873510,gate_30,42,1,0
4874300,gate_40,67,1,1
4874465,gate_30,134,1,1
4874518,gate_30,510,1,0
4874585,gate_30,49,1,0
4874936,gate_40,106,0,1
4875302,gate_30,98,1,1
4875341,gate_30,196,1,1
4875910,gate_40,75,1,1
4876550,gate_30,109,1,1
4877000,gate_40,36,0,1
4877256,gate_30,30,1,0
4877413,gate_40,54,1,0
4877578,gate_40,222,1,0
4878908,gate_30,30,0,0
4879153,gate_40,35,1,0
4879813,gate_30,200,0,0
4880207,gate_40,642,1,1
4881331,gate_40,316,1,1
4881541,gate_40,35,1,0
4881581,gate_30,113,1,1
4882122,gate_30,86,1,1
4882260,gate_30,205,1,1
4882426,gate_30,92,1,0
4882510,gate_30,50,0,0
4883080,gate_30,61,1,0
4883081,gate_30,128,1,1
4883325,gate_40,98,1,1
4883337,gate_30,65,1,1
4883439,gate_30,43,1,0
4883859,gate_30,34,1,0
4884267,gate_40,57,1,1
4885669,gate_40,39,0,0
4885997,gate_30,274,1,1
4886739,gate_40,74,1,0
4887139,gate_30,37,1,0
4887384,gate_40,108,1,0
4888609,gate_40,30,1,1
4888696,gate_40,175,1,0
4889100,gate_40,37,1,1
4889243,gate_30,176,1,1
4889321,gate_40,116,1,0
4889447,gate_40,79,1,0
4889687,gate_40,69,1,0
4890503,gate_40,38,1,1
4890819,gate_30,65,1,0
4890932,gate_30,33,1,0
4890974,gate_30,38,1,0
4891303,gate_40,128,1,1
4891582,gate_40,67,1,1
4891682,gate_40,67,1,0
4891970,gate_30,105,0,0
4892321,gate_40,74,1,1
4892546,gate_40,56,1,0
4892670,gate_30,355,1,1
4892773,gate_40,88,1,0
4892789,gate_30,124,1,1
4892859,gate_30,145,1,1
4892915,gate_40,286,1,1
4892926,gate_40,201,1,1
4893331,gate_40,36,1,0
4893464,gate_40,98,1,1
4894258,gate_40,81,1,1
4894845,gate_40,30,1,0
4895320,gate_30,47,0,1
4895421,gate_40,74,0,1
4895496,gate_40,63,1,0
4896520,gate_30,77,1,1
4896558,gate_40,68,1,0
4896577,gate_40,157,0,1
4896677,gate_40,84,1,1
4896794,gate_30,41,1,0
4896955,gate_30,154,1,1
4897111,gate_40,618,1,1
4897146,gate_40,52,1,0
4898391,gate_40,43,1,0
4898475,gate_30,39,1,0
4898512,gate_30,83,1,0
4899205,gate_30,47,1,0
4899272,gate_40,278,1,0
4899278,gate_30,34,1,0
4899334,gate_30,47,0,1
4899979,gate_30,31,0,0
4900180,gate_40,83,0,0
4900274,gate_30,116,1,1
4900501,gate_40,118,0,1
4900624,gate_30,69,1,0
4900750,gate_40,91,1,1
4901531,gate_40,181,1,1
4901578,gate_40,418,1,1
4901768,gate_40,83,1,1
4901904,gate_40,288,1,1
4902417,gate_40,143,1,0
4902792,gate_40,56,0,0
4903302,gate_40,123,1,0
4903674,gate_40,31,1,1
4904051,gate_30,118,1,1
4904114,gate_40,73,1,0
4904577,gate_40,166,1,1
4904592,gate_30,36,0,0
4904705,gate_30,664,1,1
4905249,gate_40,59,1,0
4905554,gate_40,126,0,1
4905587,gate_30,51,1,0
4905747,gate_40,32,1,0
4906486,gate_30,59,0,1
4906586,gate_40,292,1,1
4906608,gate_40,72,1,1
4906788,gate_40,46,1,0
4906835,gate_40,43,1,1
4906952,gate_30,60,1,0
4907070,gate_40,42,0,0
4907949,gate_40,52,0,0
4908086,gate_40,140,1,0
4908795,gate_40,103,0,1
4909169,gate_30,69,1,1
4909798,gate_30,112,0,1
4910894,gate_30,44,0,0
4912165,gate_30,67,1,1
4912611,gate_30,84,1,1
4912715,gate_30,82,1,1
4912724,gate_30,32,1,1
4913402,gate_30,123,1,1
4913565,gate_30,83,1,0
4913634,gate_30,47,0,0
4913643,gate_40,52,1,0
4913776,gate_40,52,1,0
4914033,gate_40,56,1,0
4914062,gate_30,200,1,1
4914115,gate_30,110,1,0
4914116,gate_40,40,0,0
4914259,gate_40,51,0,0
4914615,gate_30,34,1,1
4914740,gate_40,55,1,0
4915088,gate_30,114,1,0
4915112,gate_40,283,1,1
4915916,gate_40,325,0,1
4915941,gate_30,38,1,0
4915953,gate_30,849,1,1
4916084,gate_40,61,1,0
4916803,gate_30,148,1,0
4917589,gate_30,139,0,0
4917675,gate_40,109,1,0
4917692,gate_40,87,1,1
4917705,gate_30,49,0,1
4917787,gate_40,628,1,1
4918505,gate_40,48,1,0
4918551,gate_30,30,0,0
4918572,gate_30,53,0,0
4918795,gate_30,54,0,0
4918855,gate_40,46,0,0
4918953,gate_40,91,1,1
4919252,gate_30,36,1,0
4919441,gate_40,89,1,0
4920311,gate_30,358,1,1
4920315,gate_30,76,1,0
4920388,gate_40,135,1,0
4920513,gate_40,35,1,0
4920762,gate_30,75,1,1
4920767,gate_30,40,0,0
4920983,gate_40,221,0,0
4921296,gate_40,43,1,0
4921370,gate_40,315,0,1
4922083,gate_40,118,1,1
4922322,gate_30,43,1,1
4922585,gate_40,51,1,0
4922593,gate_30,81,0,1
4922625,gate_40,43,1,0
4923315,gate_30,293,1,0
4924208,gate_30,1156,1,1
4924737,gate_40,66,0,1
4925250,gate_40,151,1,1
4925291,gate_30,64,1,0
4925343,gate_30,139,1,1
4925936,gate_40,31,1,1
4926178,gate_40,37,1,0
4926187,gate_40,127,1,1
4926876,gate_30,392,1,1
4926907,gate_40,139,1,1
4926983,gate_40,57,1,0
4927174,gate_30,34,1,0
4927382,gate_30,45,1,0
4927582,gate_40,398,1,1
4927630,gate_30,108,1,1
4927799,gate_40,226,1,1
4928227,gate_30,47,1,0
4928344,gate_30,51,1,1
4928645,gate_30,434,1,1
4928761,gate_30,44,1,0
4930273,gate_30,54,1,0
4930617,gate_40,65,1,1
4931003,gate_40,63,1,1
4931332,gate_40,69,1,1
4932032,gate_30,38,1,0
4932261,gate_30,39,1,0
4932530,gate_30,40,1,0
4932547,gate_30,57,1,1
4932709,gate_40,775,1,1
4933201,gate_30,108,1,0
4934200,gate_30,38,1,0
4934286,gate_40,183,1,1
4934476,gate_30,264,1,1
4934849,gate_40,69,1,0
4935093,gate_40,119,1,1
4935247,gate_30,41,1,0
4936110,gate_40,104,1,1
4936677,gate_40,91,0,0
4936711,gate_30,50,1,0
4936923,gate_40,73,1,0
4937637,gate_40,41,1,0
4938682,gate_30,321,1,1
4939381,gate_40,80,1,0
4939554,gate_30,114,1,0
4939636,gate_40,165,1,0
4939684,gate_30,45,0,1
4939992,gate_40,30,0,0
4940456,gate_30,33,1,0
4940721,gate_30,122,0,1
4941243,gate_30,114,0,0
4941840,gate_30,95,1,0
4941941,gate_40,106,1,0
4942029,gate_40,74,1,0
4942060,gate_40,158,1,1
4942276,gate_30,119,1,0
4942715,gate_40,120,1,1
4942964,gate_30,65,1,1
4943173,gate_30,279,1,1
4943266,gate_30,34,1,1
4943285,gate_30,103,1,0
4943293,gate_40,138,1,1
4943827,gate_30,98,1,1
4944263,gate_30,46,1,1
4944622,gate_30,36,1,0
4944776,gate_30,63,1,0
4944852,gate_40,42,1,0
4945157,gate_30,51,1,0
4945531,gate_40,241,1,1
4946289,gate_30,227,1,1
4946389,gate_30,43,0,0
4946589,gate_30,52,1,0
4946723,gate_40,199,1,1
4946930,gate_40,73,0,0
4947049,gate_30,186,1,1
4947308,gate_40,31,0,0
4947778,gate_30,37,0,0
4948692,gate_40,56,1,0
4948921,gate_30,39,0,0
4948999,gate_40,234,1,0
4949173,gate_40,63,1,0
4949674,gate_40,402,1,0
4949791,gate_40,35,1,1
4950210,gate_30,60,1,1
4950544,gate_30,40,1,0
4950942,gate_40,64,1,0
4951993,gate_30,38,1,0
4952125,gate_40,42,1,0
4952410,gate_40,67,1,0
4953053,gate_30,153,1,1
4953784,gate_30,249,1,1
4953833,gate_30,228,1,1
4953911,gate_30,35,1,0
4954712,gate_40,537,1,1
4954962,gate_40,231,1,0
4955524,gate_30,380,1,1
4955552,gate_40,41,1,0
4955798,gate_40,68,0,0
4956130,gate_40,38,1,0
4956433,gate_40,67,1,1
4956443,gate_40,191,1,1
4956516,gate_40,190,1,0
4956698,gate_30,459,1,1
4956773,gate_30,117,1,1
4956996,gate_40,230,0,1
4957140,gate_40,30,0,0
4957684,gate_40,374,1,1
4957849,gate_40,93,1,1
4957982,gate_40,93,1,0
4958155,gate_40,32,0,0
4958212,gate_40,54,1,1
4958834,gate_30,66,1,0
4959466,gate_40,64,1,1
4960120,gate_30,64,1,0
4960126,gate_30,247,1,0
4960253,gate_30,61,1,0
4961529,gate_30,31,0,0
4961544,gate_40,90,1,0
4962142,gate_40,144,1,1
4962350,gate_40,145,0,0
4962482,gate_40,43,1,1
4962781,gate_30,48,1,0
4963243,gate_40,184,1,1
4963327,gate_30,86,1,0
4963417,gate_30,74,1,1
4963433,gate_30,195,1,1
4963538,gate_40,67,1,0
4963563,gate_30,61,0,0
4963803,gate_40,67,1,1
4963864,gate_40,175,1,1
4963868,gate_30,247,1,1
4964132,gate_40,59,1,0
4964200,gate_40,48,1,1
4964295,gate_40,54,1,1
4964614,gate_30,63,1,1
4964788,gate_30,41,1,0
4964863,gate_40,63,1,0
4965487,gate_30,207,1,1
4966139,gate_30,56,1,0
4966837,gate_30,282,1,0
4966939,gate_40,74,1,0
4967487,gate_30,57,1,0
4967871,gate_40,124,1,0
4968213,gate_30,62,1,0
4968574,gate_30,64,0,1
4968809,gate_30,159,1,0
4969136,gate_30,48,1,0
4969451,gate_40,38,0,0
4969577,gate_40,41,1,0
4970450,gate_40,33,0,0
4970662,gate_40,31,1,0
4971105,gate_40,48,1,0
4971269,gate_40,190,1,0
4971562,gate_30,58,1,0
4971623,gate_40,84,1,0
4972305,gate_40,400,1,1
4972766,gate_40,34,1,0
4972933,gate_40,129,1,1
4973166,gate_40,170,1,0
4973207,gate_30,831,1,1
4973784,gate_30,178,1,1
4973871,gate_30,52,1,0
4974024,gate_30,31,1,0
4975021,gate_40,34,0,0
4975048,gate_30,85,1,1
4975278,gate_40,1000,1,1
4975485,gate_30,39,0,0
4975532,gate_40,51,1,0
4975920,gate_40,162,0,0
4976741,gate_40,91,1,1
4976771,gate_40,33,0,0
4976837,gate_30,146,1,0
4976940,gate_40,37,0,0
4977318,gate_40,75,1,0
4977337,gate_30,75,1,0
4977775,gate_40,40,0,0
4977896,gate_30,38,1,0
4978208,gate_40,92,1,0
4978766,gate_40,32,1,0
4979098,gate_30,65,1,0
4979327,gate_30,57,0,1
4979422,gate_40,238,1,0
4979469,gate_40,61,1,0
4979532,gate_40,34,0,0
4979612,gate_30,127,1,1
4979790,gate_30,264,1,1
4980293,gate_40,184,1,1
4980562,gate_30,32,1,1
4980769,gate_30,147,1,1
4980878,gate_30,47,1,0
4981599,gate_40,58,1,0
4981747,gate_30,133,0,1
4982723,gate_40,44,0,0
4982865,gate_30,604,1,1
4982953,gate_30,250,1,0
4983121,gate_30,125,1,0
4983619,gate_30,32,1,0
4983632,gate_30,117,0,0
4984217,gate_30,69,1,0
4984274,gate_40,254,1,1
4984587,gate_30,30,1,0
4984766,gate_40,38,1,0
4984820,gate_40,45,1,0
4985054,gate_40,437,1,1
4985697,gate_40,72,1,0
4985714,gate_40,99,1,0
4985787,gate_30,79,1,0
4985856,gate_40,83,1,1
4986543,gate_40,140,1,1
4987563,gate_40,84,1,0
4987731,gate_40,55,0,0
4988152,gate_30,103,1,0
4988274,gate_40,82,1,1
4988407,gate_40,43,1,0
4988700,gate_40,73,1,1
4988977,gate_30,88,1,0
4989243,gate_30,182,0,0
4989281,gate_30,44,1,1
4990732,gate_30,90,1,0
4990882,gate_40,34,1,0
4991094,gate_40,120,0,1
4991564,gate_40,77,1,0
4991763,gate_40,43,0,1
4991881,gate_30,78,1,0
4991907,gate_40,534,1,1
4992311,gate_30,36,1,0
4992334,gate_30,146,1,0
4992353,gate_40,49,1,0
4992416,gate_40,35,1,0
4992722,gate_40,51,0,0
4992735,gate_30,79,1,1
4993000,gate_30,419,1,1
4993851,gate_30,44,1,0
4994114,gate_30,157,1,1
4994160,gate_30,100,1,0
4994358,gate_30,38,0,0
4994525,gate_40,98,1,0
4994988,gate_40,96,1,1
4995075,gate_40,54,1,0
4995172,gate_40,79,1,0
4995708,gate_40,220,1,1
4995793,gate_30,227,1,1
4995962,gate_30,41,0,1
4996261,gate_40,45,1,0
4996640,gate_30,36,1,1
4996665,gate_40,52,1,0
4996865,gate_40,67,0,0
4996889,gate_30,62,1,1
4997061,gate_40,262,1,1
4997858,gate_40,72,1,1
4998484,gate_40,34,1,0
4998775,gate_30,46,1,0
4999807,gate_30,71,1,0
4999845,gate_30,35,1,0
5000118,gate_30,38,1,0
5000143,gate_40,67,1,0
5000697,gate_30,52,0,0
5000909,gate_30,116,1,1
5001835,gate_30,42,0,0
5002496,gate_30,97,1,1
5002695,gate_30,108,1,1
5003062,gate_30,79,0,0
5003260,gate_30,275,1,0
5003771,gate_30,69,1,0
5003873,gate_40,269,1,1
5004761,gate_40,55,1,0
5004902,gate_40,72,1,0
5005007,gate_30,182,1,1
5005099,gate_30,352,1,1
5005424,gate_40,40,1,0
5005676,gate_40,184,1,0
5005842,gate_40,42,1,0
5006053,gate_30,37,1,0
5006556,gate_40,291,1,1
5006590,gate_40,86,1,1
5006690,gate_40,74,1,1
5007050,gate_40,164,1,1
5007329,gate_40,33,1,1
5007563,gate_40,105,0,0
5007639,gate_30,41,0,0
5008701,gate_30,153,1,1
5009065,gate_30,47,1,1
5009085,gate_40,47,0,1
5009194,gate_40,917,1,1
5009816,gate_40,73,1,1
5010031,gate_30,32,1,0
5010051,gate_40,137,1,0
5010580,gate_40,120,1,1
5010664,gate_30,37,1,1
5010711,gate_40,40,0,0
5010837,gate_40,385,1,0
5010894,gate_30,64,0,0
5011575,gate_40,69,1,0
5012067,gate_40,198,1,1
5012700,gate_40,45,1,1
5012939,gate_40,48,1,0
5012993,gate_40,121,1,1
5013405,gate_40,182,1,1
5013839,gate_30,36,1,1
5014037,gate_30,125,1,0
5014324,gate_30,34,1,0
5015149,gate_40,109,1,1
5015331,gate_30,50,1,1
5015386,gate_40,90,1,0
5015406,gate_40,36,1,0
5016645,gate_30,96,1,0
5016681,gate_40,57,1,1
5016683,gate_30,63,1,1
5017134,gate_40,174,1,1
5017724,gate_30,39,0,0
5017769,gate_30,53,0,1
5018245,gate_30,128,1,1
5018467,gate_40,55,1,0
5019625,gate_40,39,0,0
5020475,gate_40,42,1,0
5020618,gate_40,34,1,0
5020699,gate_40,88,1,0
5020751,gate_30,140,1,1
5020885,gate_30,77,0,1
5020948,gate_30,75,0,1
5021002,gate_30,40,1,1
5021153,gate_30,51,0,0
5021642,gate_40,57,1,0
5022478,gate_40,219,1,1
5022622,gate_40,574,1,1
5022850,gate_30,392,1,1
5023182,gate_30,99,1,0
5023185,gate_30,45,1,0
5023341,gate_40,34,1,0
5023438,gate_30,96,0,0
5023594,gate_30,31,0,0
5023795,gate_30,235,1,0
5024216,gate_40,124,1,0
5024297,gate_30,35,1,1
5024803,gate_30,43,1,0
5024839,gate_30,87,1,0
5025404,gate_40,103,0,1
5025861,gate_30,40,1,0
5026141,gate_30,54,1,0
5026272,gate_40,77,1,1
5028554,gate_40,52,0,0
5028771,gate_40,72,1,0
5028812,gate_30,339,1,1
5029707,gate_40,127,1,0
5029808,gate_30,95,1,0
5029926,gate_40,141,1,1
5030136,gate_30,246,1,1
5030238,gate_30,118,1,1
5030318,gate_40,104,1,1
5030462,gate_40,306,1,1
5031056,gate_30,50,1,1
5031089,gate_30,75,0,1
5031175,gate_30,37,1,1
5031558,gate_40,174,1,0
5032111,gate_40,33,0,0
5032304,gate_40,30,1,0
5032395,gate_30,58,1,0
5032674,gate_30,37,0,0
5032772,gate_30,64,1,1
5032936,gate_40,35,1,0
5032942,gate_40,79,1,0
5033091,gate_30,47,1,0
5033092,gate_40,38,1,1
5033498,gate_30,47,1,0
5033763,gate_40,111,0,0
5033898,gate_30,122,1,0
5033987,gate_40,54,1,1
5034029,gate_40,72,1,1
5034140,gate_30,115,1,1
5034484,gate_40,110,1,1
5034671,gate_30,133,1,1
5035464,gate_30,47,0,1
5035823,gate_40,30,1,0
5036059,gate_30,34,0,0
5036296,gate_40,102,0,1
5036355,gate_40,79,0,1
5036743,gate_30,64,1,1
5036963,gate_30,112,1,1
5037436,gate_30,74,1,1
5037493,gate_40,33,1,0
5037817,gate_40,107,1,1
5038024,gate_40,136,1,1
5038873,gate_30,85,1,1
5038955,gate_30,38,0,1
5039310,gate_30,53,1,0
5039352,gate_40,103,1,0
5039458,gate_30,117,1,0
5039796,gate_30,31,1,1
5039813,gate_40,74,1,0
5039992,gate_40,369,1,1
5040553,gate_30,76,1,1
5040603,gate_40,71,1,0
5040885,gate_30,36,0,0
5040915,gate_30,91,0,0
5041329,gate_40,399,1,1
5041354,gate_30,292,0,1
5041369,gate_40,32,1,1
5041588,gate_30,58,1,0
5041708,gate_30,195,1,0
5041919,gate_30,183,1,1
5041957,gate_30,83,1,1
5043065,gate_30,34,1,0
5043520,gate_30,58,1,1
5043542,gate_40,35,1,0
5043677,gate_40,64,0,0
5044030,gate_40,66,1,1
5044243,gate_40,80,0,0
5044575,gate_30,184,1,1
5045028,gate_30,48,1,0
5045567,gate_30,172,1,1
5045959,gate_30,70,1,1
5046217,gate_30,211,1,1
5046382,gate_40,42,1,0
5046468,gate_40,35,1,1
5046559,gate_30,33,1,0
5046649,gate_40,130,1,1
5046738,gate_40,78,1,1
5047726,gate_40,139,1,1
5048051,gate_40,74,1,1
5048821,gate_40,30,1,1
5048945,gate_30,31,1,0
5050204,gate_40,48,1,0
5050739,gate_30,194,1,0
5050804,gate_30,381,1,0
5050833,gate_40,308,1,1
5050844,gate_40,97,1,0
5051007,gate_40,51,1,0
5051269,gate_30,51,1,0
5051357,gate_30,124,1,1
5051393,gate_40,35,0,1
5051408,gate_40,46,1,0
5051971,gate_40,31,1,0
5052199,gate_40,86,1,0
5052664,gate_40,32,1,0
5053003,gate_30,534,1,1
5053129,gate_40,36,1,0
5053301,gate_30,44,1,0
5053427,gate_30,206,1,1
5053911,gate_30,32,0,1
5054264,gate_40,62,1,0
5054847,gate_30,100,1,1
5055781,gate_40,150,1,0
5055809,gate_30,252,1,1
5056150,gate_30,103,1,1
5056547,gate_40,47,1,0
5056811,gate_40,69,1,1
5056832,gate_40,32,0,1
5056837,gate_40,117,1,0
5057124,gate_30,39,1,1
5057401,gate_30,43,1,0
5057407,gate_30,277,1,1
5057718,gate_30,108,1,0
5057913,gate_30,53,1,0
5058109,gate_40,36,0,1
5058583,gate_30,31,0,0
5058633,gate_30,46,1,1
5058835,gate_30,34,1,0
5058935,gate_40,69,1,0
5058974,gate_30,259,1,1
5059285,gate_40,117,1,1
5059686,gate_40,274,1,1
5059715,gate_30,31,0,1
5060623,gate_40,93,1,1
5060928,gate_40,104,1,0
5060978,gate_30,57,1,0
5062096,gate_30,93,1,1
5062572,gate_40,113,1,0
5062790,gate_30,46,1,0
5063275,gate_40,75,0,0
5063340,gate_30,100,1,0
5063657,gate_30,39,1,0
5063930,gate_40,59,1,1
5064115,gate_30,161,1,0
5064123,gate_40,169,0,1
5064311,gate_40,49,1,0
5064585,gate_40,33,1,0
5065016,gate_30,36,0,0
5066177,gate_30,60,1,0
5066213,gate_40,340,1,1
5066471,gate_40,33,1,0
5066640,gate_30,76,1,1
5067316,gate_30,68,0,0
5067476,gate_40,119,1,1
5068720,gate_30,123,1,1
5069005,gate_30,113,1,1
5069109,gate_30,45,1,0
5069374,gate_40,214,1,1
5069780,gate_30,47,1,0
5070031,gate_30,64,1,0
5070170,gate_40,37,1,0
5070839,gate_40,434,1,1
5071012,gate_30,210,1,1
5071343,gate_30,69,1,1
5072235,gate_40,49,1,0
5072829,gate_30,48,0,0
5073000,gate_40,48,0,0
5073291,gate_30,187,1,1
5073722,gate_40,32,1,0
5074259,gate_30,34,0,0
5074711,gate_30,37,0,1
5075458,gate_30,118,1,0
5075747,gate_40,200,1,1
5075948,gate_40,181,1,1
5075978,gate_30,441,1,1
5076322,gate_40,179,1,1
5076461,gate_30,184,0,1
5076767,gate_30,65,0,1
5076974,gate_30,110,1,1
5077899,gate_40,57,0,1
5077990,gate_30,306,1,1
5078604,gate_40,38,0,0
